Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,East Asia & Pacific,EAS,155.322874011821,167.091845852514,178.923624002754,192.686189442324,206.945223197963,225.392748764652,244.790000968352,270.601804818379,300.358877135739,342.168984783958,368.513787552666,427.154304476807,470.965897184896,513.776241226559,547.596779311691,595.853906480505,613.548433489624,644.096544202542,692.198427762869,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,East Asia & Pacific (excluding high income),EAP,34.0955564108289,37.3922680999765,44.3308971572312,53.6368196258942,60.3325913342287,69.8096592032086,81.9987577100514,97.7690792703312,121.481965188133,154.92448106953,170.155183863944,197.304656571767,234.462171914228,268.563740833024,302.189308927244,343.45839989912,361.702748174022,387.624624519019,428.358809542482,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,East Asia & Pacific (IDA & IBRD countries),TEA,34.1058255149843,37.4005315610593,44.3373322766742,53.6429355869207,60.3383793663823,69.8156547833308,82.0050772270334,97.7754625340878,121.488002680528,154.928736359306,170.159922346266,197.309082049493,234.466460071988,268.568457249694,302.194627375415,343.464495720618,361.71470447663,387.634916921242,428.36875820504,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Euro area,EMU,1604.32781617035,1711.39498429468,1821.92610871178,1888.44950934366,1958.58848659736,2054.2188436883,2208.0362698406,2309.97879723616,2479.66865797508,2626.25268941721,2687.69925880322,2755.99322519306,2787.56020782261,2899.20646707026,2978.2209579954,3056.73639384525,3190.41788331247,3356.84282656191,3454.36066538695,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Europe & Central Asia,ECS,874.576278875757,944.482546021225,1023.38798171146,1077.80502079727,1135.6421142339,1203.60258059757,1316.69459869315,1388.76142812099,1518.72081305774,1616.62866706871,1640.47377187686,1694.61107177269,1739.25131810332,1804.42383425451,1854.38472575012,1884.66799914036,1952.84978487606,2050.0303596183,2123.77102067324,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Europe & Central Asia (excluding high income),ECA,184.097002981019,204.92563721056,232.585171279772,254.598719894255,273.793859678143,312.870474440439,376.281557055121,411.743656292869,485.533269336511,531.951580083997,507.566155025739,538.676113209668,584.143886680113,599.414082559425,616.504103483932,591.685379963464,598.340747413193,628.096994552944,668.533315017403,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Europe & Central Asia (IDA & IBRD countries),TEC,207.688912789045,231.877861381758,261.727909290598,284.942417222058,305.532137991488,345.297554935514,407.236670413753,451.090917718823,533.598439469416,580.479073007838,568.013420669539,591.341635800685,634.728077409347,658.111807412142,675.600290643358,659.340447655385,676.639754059008,716.273692168484,765.009129649938,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,European Union,EUU,1351.30970142653,1448.75350368967,1552.0767313456,1618.93510830747,1683.07687034999,1769.06155700878,1905.25921125784,2005.21006542959,2167.92762117451,2299.95618749684,2358.94555032564,2434.47427317571,2470.11853216178,2581.35088459201,2654.26726398012,2725.80842596926,2850.6686791129,3009.36101698015,3116.42815294717,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Fragile and conflict affected situations,FCS,45.4542490831919,52.725490629455,48.4494299742975,53.074246524958,67.8700594880694,61.1864488947499,74.8359044396537,77.7171183016943,70.3931667719582,76.0119017281746,68.928909462548,75.0223420982255,64.1589129913339,56.9070838866309,61.055010633723,68.3804368509402,64.6042947955788,81.303895951836,79.9859496634894,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Heavily indebted poor countries (HIPC),HPC,19.4697777231218,21.8938189555208,20.3847493635214,21.5716122686394,23.3613166228276,26.9581432198827,27.7444604719138,30.1794461913897,31.6110212746139,33.1666102152909,31.3896668092173,35.9592267354073,33.7749503278622,31.3761236764252,36.9374982787203,43.9729580801686,47.0073179540274,49.1264447717828,57.3953940000146,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,High income,HIC,1500.79984308089,1628.47842230708,1743.88869745883,1841.75340208498,1948.31222110191,2056.53083606864,2210.71601712719,2327.04044809706,2469.12918141146,2630.45529772997,2714.67273187183,2848.36405571904,2931.83012750831,3052.46851038152,3197.86228220396,3345.1876081392,3447.98333047334,3586.55675264357,3715.70806798441,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,IBRD only,IBD,88.3811408060193,95.2521646518427,101.838991297429,110.078024896933,119.17197434458,129.456388868521,150.136978692545,167.182842738756,190.580925834202,219.564138407694,227.540586729782,248.317531701967,271.216718214845,293.146909558149,317.078658971899,340.944792314233,352.705698110601,376.539105443804,396.068408566466,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,IDA & IBRD total,IBT,74.3989698755205,80.1263148122556,84.8501067432865,91.3372303433961,98.8066756111679,107.055219853542,122.786919183399,136.228253321127,154.069939912524,176.306635648505,181.445337500442,197.62822221611,214.855582841411,231.445579478846,249.910996061443,268.494343341088,277.857640606234,295.314954082957,310.989414888731,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,IDA blend,IDB,26.1216519043538,29.1345011786772,28.7006810680159,28.0046367268897,33.2884563289708,34.1332263959839,30.3495760934732,33.3233915293338,32.010401646092,32.6230352881725,31.9919484322632,34.5841373778499,39.909431096473,41.584657686172,43.5718047791483,48.1855997856335,47.4410457919161,51.4005026025973,59.2247330761563,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,IDA only,IDX,17.6114385168366,19.1752886776442,19.1369776558071,20.3373406873414,21.4696303016882,23.9889578954139,24.9734383330972,26.8297771838096,27.8701005114641,29.2070763355659,28.0767737682934,31.5324770053957,30.7104688507008,28.4771017184698,33.1879451075265,38.2833346996666,39.8764257659555,41.9210563526071,49.161013814918,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,IDA total,IDA,20.4878383951396,22.5428763976419,22.3052939284537,22.8809955348875,25.3900115240731,27.3544094194873,26.7578794724594,28.986846524252,29.2468899620017,30.3443617569516,29.4072423159372,32.5711296169097,33.8448861230525,33.0100856167958,36.7792962168646,41.7080946066224,42.5400579139856,45.2344564156548,52.6780011961989,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Late-demographic dividend,LTE,102.457870667212,111.249401120636,126.239629613825,136.721833124511,148.007886680799,164.043260676293,190.127386534212,214.492774764617,256.68710120912,302.899495982159,316.163082908081,347.173144859997,387.957888975595,430.169684945255,466.585392222034,501.357181888995,518.318448647568,553.049407724829,600.458920875277,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Latin America & Caribbean,LCN,275.90530471233,288.187873369647,292.088048403063,299.980840434486,318.060219009899,332.342714477834,384.552744356578,423.7412153815,445.678390520925,484.707390920808,503.523720972572,537.084578587205,550.062085955276,588.606869928386,617.973863518454,652.527942350446,624.100144120517,661.583476074427,648.119401791282,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Latin America & Caribbean (excluding high income),LAC,275.190040379771,287.02327698674,290.220724057277,297.328417522192,315.434586231631,330.524460266675,382.309092064222,420.713643875495,440.815324806019,478.730653441247,496.835768785495,529.275108099874,539.766999171069,576.486448002641,604.617871853049,638.169725895932,604.498078506065,638.920447024765,621.892749433915,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Latin America & the Caribbean (IDA & IBRD countries),TLA,271.772202139664,283.033676075241,285.907976206672,293.349575048079,311.914143118255,320.155038167389,369.537452076052,398.473589067279,418.401763181435,454.275915349943,476.9616437545,509.983298374959,529.037848926853,562.545639752919,583.516922774717,611.064843941527,594.190976394484,632.166227423063,619.058750111498,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Least developed countries: UN classification,LDC,15.440466696333,17.6962232441792,16.8143629411198,17.746031249056,19.4984522257554,20.1807722263942,22.1905326497623,24.3804936536287,26.1454438998662,27.3237792425218,24.4940995363238,27.5357375072544,26.8297686916371,26.2706074972497,30.9481180791151,35.7168808525916,37.0047685451502,39.2536340041642,45.547217045098,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Low & middle income,LMY,70.7030987645174,76.0484971531223,80.4139401258688,86.6571330456619,93.8556655463254,102.424295755303,117.937109817366,131.438623116812,148.06062434258,170.241339705803,174.378606425568,190.986119892745,207.289459548972,223.609885910829,242.817862364644,261.85760402632,268.915553889408,285.224358705602,299.819438931235,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Low income,LIC,19.4807761872118,21.8944932273576,20.8773792501143,22.2111519814556,23.06609394853,24.0788647792034,24.8018975744421,28.2824489027252,28.6980897901687,29.7311155474749,26.5345812081155,30.5111146359064,27.4415679348947,22.294346600548,27.952057764721,34.1115966219323,38.3661256692084,40.4414714102784,50.0889316518702,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Lower middle income,LMC,31.0451007040256,33.3467593573477,34.0333422634423,35.7176744189524,38.2801848987584,42.1624511658077,45.3195861028998,48.5860376002906,51.527771628592,57.6613925086246,58.2692609461278,62.7994765540086,68.0883859954617,70.4277408757225,73.3802995581469,81.3342155417957,84.8159932261369,90.3025045926598,95.2155707209008,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Middle East & North Africa,MEA,255.041464315532,285.919577574028,286.349491404003,282.492377792896,288.872454249229,290.402357319543,320.023859999097,335.163326488316,334.337840653778,425.44917019413,392.063514119058,415.981730095572,429.057252123617,483.236064158585,577.14415215602,634.019634772073,703.751220159288,760.641650836093,712.933947733147,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Middle East & North Africa (excluding high income),MNA,138.774011501552,158.122249174498,166.355319540005,167.743385306976,178.728212521929,180.990403189303,203.420039011091,219.214466393079,232.251044628858,276.756574443944,263.386260666621,270.94851488251,262.020524016385,282.075567116404,342.669026044428,366.463138505339,435.5675925816,467.545110805631,432.588916874112,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Middle East & North Africa (IDA & IBRD countries),TMN,138.774011501552,158.122249174498,166.355319540005,167.743385306976,178.728212521929,180.990403189303,203.420039011091,219.214466393079,232.251044628858,276.756574443944,263.386260666621,270.948514882511,262.020524016385,282.075567116404,342.669026044428,366.463138505339,435.5675925816,467.545110805631,432.588916874112,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Middle income,MIC,74.5478254760631,80.1744341089732,85.3069884363741,92.0135025391513,99.8399037270646,109.160554020011,126.082615157817,140.616050942444,158.860090126334,183.1641569228,188.159053843182,206.172324952942,224.581121682323,242.514116954698,263.344454607474,283.99191209067,290.585440436938,309.107585650265,324.60237439944,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,North America,NAC,1992.80609709773,2188.35481391194,2366.45658410954,2535.71905815916,2711.84888792284,2878.00518578588,3102.70136570009,3267.74465486676,3447.05043999224,3650.04211595916,3783.57043769184,3877.88766995744,3995.40537395071,4127.9049522742,4420.27060940045,4680.64213073037,4837.15742306523,4983.86946410507,5199.45384686727,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Not classified,INX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,OECD members,OED,1341.24223075308,1453.43897161767,1557.50898596727,1643.51882262408,1743.17632120552,1838.91570803107,1979.81846763035,2086.50345455527,2220.72905293356,2356.84269735855,2438.80144272477,2560.7071926482,2629.78746779787,2731.45379837113,2848.2823437722,2968.98728757335,3059.6511505846,3170.6222042963,3282.00687986075,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Other small states,OSS,281.177165382732,303.896359100221,329.041098465913,366.977156259214,377.896057358988,369.454183500493,388.205600983577,424.775928708894,445.31012392494,492.422506447763,488.638207195762,492.377238530215,542.15076570091,612.576676413817,667.993773124063,770.705529892693,779.085119477411,753.886441498555,741.381572044073,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Pacific island small states,PSS,122.981989331311,115.201872527186,117.515494941199,117.397734388198,123.882227982464,142.583106927167,145.426322449853,150.644790776287,137.737098076992,133.78326778949,135.122023471054,131.527186230378,134.933234013382,139.231718569058,145.466532336905,158.177613419669,165.42848953949,171.253441365225,190.686954247368,..,..
Domestic general government health expenditure per capita, PPP (current international $),SH.XPD.GHED.PP.CD,Post-demographic dividend,PST,1520.52284923095,1650.06399180626,1772.71585469483,1877.24490212598,1990.97419016787,2111.03354138165,2273.15306898177,2398.57628643395,2547.54125802293,2702.86281728959,2799.53491870396,2941.11340496554,3023.15528628749,3141.87607072153,3289.08988604998,3437.30209209818,3539.79779099439,3673.4148691898,3815.74563289798,..,..
